region,school,graduates_2019,graduates_2014,median_debt,median_income,debt_to_earnings_ratio,white_pct,aian_pct,asian_pct,black_pct,hisp_pct,unkn_pct,two_plus_pct,men_pct,women_pct,graduates_2018,graduates_2017,graduates_2016,graduates_2015,inst_location,inst_type,inst_classification,inst_special_designations,int_pct_online,inst_undergrads,inst_undergrads_nondeg,inst_pell,inst_low_inc_pct,inst_undergrad_women_pct,inst_undergrad_nonwhite_pct,inst_grads,inst_tuition_instate,inst_tuition_outstate,inst_coa,inst_net_price,inst_net_price_30k,inst_floan_pct,inst_median_debt,inst_completion_rate,inst_econ_mobility_rate,inst_lowinc_to_highinc,inst_inc_6yr,inst_inc_10yr,inst_inc_10yr_grad
"New York-Newark-Jersey City, NY-NJ-PA","Plaza College",304,270,23683,27155,0.872,0.181,0.000,0.089,0.257,0.326,0.000,0.148,0.158,0.842,266,228,217,203,"New York, Forest Hills","Private, For-profit","Four-year for-profit","",0.095,858,43,0.850,0.445,0.842,0.819,"Data Unavailable",13450,13450,22090,15927,15603,0.850,18842,"Data Unavailable",0.037,0.083,25943,29986,20868
"New York-Newark-Jersey City, NY-NJ-PA","Pratt Institute-Main",1316,1369,26000,39129,0.664,0.359,0.003,0.089,0.048,0.086,0.014,0.024,0.282,0.718,1389,1169,1259,1216,"New York, Brooklyn","Private, Non-profit","Nonselective four-year private not-for-profit","",0.000,3638,39,0.199,0.097,0.718,0.249,1392,53824,53824,67703,45571,38609,0.957,26000,0.454,0.026,0.272,66061,52211,36852
"New York-Newark-Jersey City, NY-NJ-PA","Pro Beauty Academy",43,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.233,0.000,0.395,0.070,0.256,0.023,0.000,0.093,0.907,0,0,0,0,"New Jersey, Edison","Private, For-profit","Data Unavailable","",0.000,62,"Data Unavailable",0.133,"Data Unavailable",0.907,0.721,"Data Unavailable","Data Unavailable","Data Unavailable",30208,24113,24113,"Data Unavailable","Data Unavailable",0.300,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Rabbi Jacob Joseph School",3,2,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,6,8,5,1,"New Jersey, Edison","Private, Non-profit","Data Unavailable","",0.000,73,"Data Unavailable",0.228,0.225,0.000,0.000,"Data Unavailable",11950,11950,19200,7733,"Data Unavailable","Data Unavailable","Data Unavailable",0.000,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical Academy Mesivta Rabbi Chaim Berlin",79,58,"Data Unavailable","Data Unavailable",Data Unavailable,0.975,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,54,58,61,50,"New York, Brooklyn","Private, Non-profit","Data Unavailable","Men-Only College",0.000,157,"Data Unavailable",0.218,0.225,0.000,0.000,134,12450,12450,19450,4225,4418,"Data Unavailable","Data Unavailable",0.023,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical College Beth Shraga",2,3,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0,20,2,1,"New York, Monsey","Private, Non-profit","Data Unavailable","Men-Only College",0.000,40,1,0.277,0.225,0.000,0.000,"Data Unavailable",14050,14050,23250,9690,10040,"Data Unavailable","Data Unavailable",0.000,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical College Bobover Yeshiva Bnei Zion",73,61,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,65,71,79,72,"New York, Brooklyn","Private, Non-profit","Data Unavailable","Men-Only College",0.000,369,"Data Unavailable",0.838,0.225,0.000,0.000,34,7850,7850,15027,4645,4103,"Data Unavailable","Data Unavailable",0.000,0.022,0.096,"Data Unavailable",26840,30747
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical College Ohr Yisroel",14,6,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,14,15,15,12,"New York, Brooklyn","Private, Non-profit","Data Unavailable","",0.000,122,"Data Unavailable",0.545,"Data Unavailable",0.000,0.000,"Data Unavailable",9000,9000,14850,4441,3939,"Data Unavailable","Data Unavailable",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical College of America",25,41,"Data Unavailable","Data Unavailable",Data Unavailable,0.920,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,17,41,0,24,"New Jersey, Morristown","Private, Non-profit","Data Unavailable","Men-Only College",0.000,216,"Data Unavailable",0.504,0.225,0.000,0.000,6,11500,11500,23210,14725,14711,"Data Unavailable","Data Unavailable",0.000,0.022,0.096,"Data Unavailable",32663,30747
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical College of Long Island",2,1,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,37,69,3,3,"New York, Long Beach","Private, Non-profit","Data Unavailable","Men-Only College",0.000,158,"Data Unavailable",0.374,0.225,0.000,0.000,"Data Unavailable",8800,8800,17700,8443,7800,"Data Unavailable","Data Unavailable","Data Unavailable",0.022,0.096,"Data Unavailable","Data Unavailable",30747
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical College of Ohr Shimon Yisroel",68,32,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,45,34,33,28,"New York, Brooklyn","Private, Non-profit","Data Unavailable","Men-Only College",0.000,221,"Data Unavailable",0.849,0.225,0.000,0.000,"Data Unavailable",14600,14600,30243,20919,20493,"Data Unavailable","Data Unavailable",0.000,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"New York-Newark-Jersey City, NY-NJ-PA","Rabbinical Seminary of America",92,98,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,83,91,78,109,"New York, Flushing","Private, Non-profit","Data Unavailable","Men-Only College",0.000,268,"Data Unavailable",0.180,0.225,0.000,0.000,196,9800,9800,19100,5804,5572,"Data Unavailable","Data Unavailable",0.120,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"New York-Newark-Jersey City, NY-NJ-PA","Ramapo College of New Jersey",1546,1446,21500,37208,0.578,0.676,0.003,0.067,0.044,0.133,0.052,0.007,0.407,0.593,1564,1591,1423,1358,"New Jersey, Mahwah","Public","Highly selective public","",0.141,5239,335,0.262,0.062,0.593,0.256,568,14678,24229,28375,21729,11355,0.940,21500,0.482,0.025,0.402,58285,60019,55056
"New York-Newark-Jersey City, NY-NJ-PA","Raritan Valley Community College",1232,1093,10279,27126,0.379,0.531,0.003,0.063,0.088,0.195,0.071,0.018,0.489,0.511,1142,1290,1139,1148,"New Jersey, Branchburg","Public","Two-year (public and private not-for-profit)","",0.220,6468,1325,0.261,0.054,0.511,0.369,"Data Unavailable",4852,6052,11830,6917,5065,0.280,11000,0.135,0.012,0.218,36851,44034,39627
"New York-Newark-Jersey City, NY-NJ-PA","Relay Graduate School of Education",1181,0,8840,69151,0.128,0.310,0.003,0.054,0.258,0.191,0.123,0.030,0.252,0.748,990,674,476,699,"New York, New York","Private, Non-profit","Data Unavailable","",0.231,184,"Data Unavailable",0.000,"Data Unavailable",0.748,0.537,4092,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Robert Fiance Beauty Schools-North Plainfield",84,109,7188,18025,0.399,0.274,0.000,0.024,0.262,0.357,0.000,0.036,0.238,0.762,93,90,33,127,"New Jersey, North Plainfield","Private, For-profit","Data Unavailable","",0.000,135,"Data Unavailable",0.404,0.225,0.762,0.679,"Data Unavailable","Data Unavailable","Data Unavailable",33145,28479,28479,0.765,6689,0.143,0.022,0.096,20656,22053,30747
"New York-Newark-Jersey City, NY-NJ-PA","Robert Fiance Beauty Schools-West New York",248,112,7000,16589,0.422,0.347,0.000,0.024,0.089,0.476,0.012,0.020,0.125,0.875,227,185,45,136,"New Jersey, West New York","Private, For-profit","Data Unavailable","",0.000,271,"Data Unavailable",0.513,0.225,0.875,0.613,"Data Unavailable","Data Unavailable","Data Unavailable",22095,17740,17740,0.857,7000,0.548,0.022,0.096,16337,14902,30747
"New York-Newark-Jersey City, NY-NJ-PA","Rockefeller University",39,32,"Data Unavailable","Data Unavailable",Data Unavailable,0.359,0.000,0.077,0.026,0.128,0.000,0.026,0.513,0.487,31,26,39,37,"New York, New York","Private, Non-profit","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.487,0.256,248,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Rockland Community College",915,1247,6275,28960,0.217,0.412,0.002,0.071,0.159,0.243,0.070,0.020,0.471,0.529,918,979,1028,1065,"New York, Suffern","Public","Two-year (public and private not-for-profit)","Hispanic-serving Institution",0.197,5216,1316,0.258,0.092,0.529,0.495,"Data Unavailable",5348,10260,15487,10271,8124,0.290,8500,0.157,0.018,0.190,42680,45847,39294
"New York-Newark-Jersey City, NY-NJ-PA","Rockland County BOCES-Practical Nursing Program",42,51,8500,41385,0.205,0.119,0.024,0.048,0.476,0.167,0.119,0.048,0.119,0.881,29,31,55,42,"New York, West Nyack","Public","Data Unavailable","",0.000,59,"Data Unavailable",0.746,0.225,0.881,0.762,"Data Unavailable","Data Unavailable","Data Unavailable",32790,27962,27465,"Data Unavailable",8500,1.000,0.022,0.096,"Data Unavailable",55138,30747
"New York-Newark-Jersey City, NY-NJ-PA","Rutgers University-New Brunswick",12928,11377,23250,48104,0.483,0.412,0.001,0.212,0.080,0.121,0.018,0.030,0.442,0.558,12644,12444,11885,11378,"New Jersey, New Brunswick","Public","Highly selective public","",0.251,35760,398,0.291,0.079,0.558,0.446,14015,15407,32189,30954,21654,13545,0.843,21980,0.647,0.037,0.473,53199,65661,64824
"New York-Newark-Jersey City, NY-NJ-PA","Rutgers University-Newark (Branch Campus)",3093,2635,23250,35903,0.648,0.263,0.001,0.163,0.148,0.200,0.030,0.017,0.485,0.515,2921,2746,2705,2617,"New Jersey, Newark","Public","Highly selective public","Asian American Native American Pacific Islander-Serving Institution, Hispanic-serving Institution",0.125,9037,282,0.538,0.079,0.515,0.530,4286,14826,31608,26310,14109,10131,0.843,21980,0.405,0.037,0.473,53199,65661,64824
"New York-Newark-Jersey City, NY-NJ-PA","SAE Institute of Technology-New York (Branch Campus)",161,164,9500,18543,0.512,0.168,0.012,0.012,0.385,0.373,0.019,0.031,0.882,0.118,154,193,205,132,"New York, New York","Private, For-profit","Data Unavailable","",0.000,118,"Data Unavailable",0.729,0.225,0.118,0.814,"Data Unavailable","Data Unavailable","Data Unavailable",38738,31099,27536,0.859,9500,0.472,0.022,0.096,37152,38056,30747
"New York-Newark-Jersey City, NY-NJ-PA","SUNY College at Old Westbury",1107,1001,15832,40415,0.392,0.390,0.003,0.113,0.206,0.246,0.020,0.015,0.383,0.617,1185,1048,1110,1070,"New York, Old Westbury","Public","Selective public","Asian American Native American Pacific Islander-Serving Institution, Hispanic-serving Institution",0.159,4679,130,0.513,0.206,0.617,0.584,317,8368,18278,20035,10557,6772,0.627,15250,0.330,0.050,0.245,47278,50921,43512
"New York-Newark-Jersey City, NY-NJ-PA","SUNY College of Optometry",7,8,"Data Unavailable","Data Unavailable",Data Unavailable,0.429,0.000,0.429,0.000,0.000,0.000,0.143,0.429,0.571,15,7,8,8,"New York, New York","Public","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.571,0.571,409,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","SUNY Downstate Health Sciences University",646,617,192999,63775,3.026,0.407,0.000,0.252,0.200,0.085,0.034,0.015,0.333,0.667,650,695,660,641,"New York, Brooklyn","Public","Data Unavailable","",0.126,182,"Data Unavailable",0.251,0.225,0.667,0.553,1717,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.805,12500,"Data Unavailable",0.022,0.096,91104,114551,30747
"New York-Newark-Jersey City, NY-NJ-PA","SUNY Maritime College",458,404,24825,75383,0.329,0.707,0.000,0.044,0.046,0.116,0.024,0.020,0.858,0.142,510,431,412,412,"New York, Throggs Neck","Public","Selective public","",0.286,1510,12,0.224,0.044,0.142,0.225,152,8508,18418,25905,20616,10751,0.906,23250,0.408,0.023,0.516,"Data Unavailable",84443,100455
"New York-Newark-Jersey City, NY-NJ-PA","SUNY Westchester Community College",1676,1556,"Data Unavailable","Data Unavailable",Data Unavailable,0.342,0.002,0.041,0.171,0.372,0.035,0.015,0.452,0.548,2042,1794,1895,1695,"New York, Valhalla","Public","Two-year (public and private not-for-profit)","Hispanic-serving Institution",0.180,9878,1243,0.354,0.118,0.548,0.603,"Data Unavailable",5036,12226,14379,8050,6687,0.213,9099,0.050,0.025,0.209,39826,44423,38850
"New York-Newark-Jersey City, NY-NJ-PA","SUNY at Purchase College",995,946,21446,24863,0.863,0.548,0.000,0.049,0.099,0.210,0.006,0.056,0.410,0.590,1056,1065,1038,1036,"New York, Purchase","Public","Selective public","Hispanic-serving Institution",0.019,3967,84,0.372,0.076,0.590,0.415,106,8923,18833,26982,18326,12928,0.851,21575,0.534,0.018,0.242,41053,45289,40182
"New York-Newark-Jersey City, NY-NJ-PA","Saint Elizabeth University",329,497,10969,57318,0.191,0.459,0.003,0.043,0.164,0.182,0.125,0.000,0.131,0.869,397,404,448,482,"New Jersey, Morristown","Private, Non-profit","Selective private","Hispanic-serving Institution",0.241,779,55,0.539,0.094,0.869,0.392,453,34226,34226,50217,18873,14175,0.915,22250,0.468,0.025,0.265,50275,45131,49617
"New York-Newark-Jersey City, NY-NJ-PA","Saint Peter's University",868,729,24000,41565,0.577,0.248,0.002,0.061,0.175,0.308,0.154,0.016,0.331,0.669,855,882,739,802,"New Jersey, Jersey City","Private, Non-profit","Selective private","Hispanic-serving Institution",0.354,2316,107,0.623,0.205,0.669,0.567,810,38760,38760,47383,11957,9523,0.695,21417,0.471,0.055,0.269,49859,51027,50505
"New York-Newark-Jersey City, NY-NJ-PA","Saint Vladimirs Orthodox Theological Seminary",24,21,"Data Unavailable","Data Unavailable",Data Unavailable,0.375,0.000,0.167,0.042,0.000,0.042,0.000,0.917,0.083,25,21,26,31,"New York, Yonkers","Private, Non-profit","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.083,0.208,85,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Sarah Lawrence College",457,471,21000,23242,0.904,0.540,0.000,0.050,0.063,0.096,0.033,0.072,0.267,0.733,437,511,398,508,"New York, Bronxville","Private, Non-profit","Highly selective private","",0.001,1364,69,0.159,0.035,0.733,0.282,237,57520,57520,72469,36422,25638,0.964,23192,0.679,0.012,0.345,"Data Unavailable",50801,38073
"New York-Newark-Jersey City, NY-NJ-PA","School of Visual Arts",1192,1105,27000,31851,0.848,0.241,0.001,0.118,0.044,0.102,0.024,0.004,0.318,0.682,1140,1169,1261,1119,"New York, New York","Private, For-profit","Four-year for-profit","",0.000,3852,20,0.198,0.083,0.682,0.270,690,41900,41900,62558,44616,38356,0.943,27000,0.575,0.027,0.319,37502,50066,41514
"New York-Newark-Jersey City, NY-NJ-PA","Seminar L'moros Bais Yaakov",251,255,"Data Unavailable",22878,Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,209,195,130,193,"New York, Brooklyn","Private, Non-profit","Less than two-year schools of any type","",0.000,547,"Data Unavailable",0.671,"Data Unavailable",1.000,0.000,"Data Unavailable",9700,9700,21846,15158,15141,"Data Unavailable","Data Unavailable",0.502,"Data Unavailable","Data Unavailable","Data Unavailable",21364,"Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Seminary Bnos Chaim",102,0,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,119,0,0,0,"New Jersey, Lakewood","Private, Non-profit","Data Unavailable","",0.000,200,"Data Unavailable",0.639,"Data Unavailable",1.000,0.000,"Data Unavailable",11665,11665,21486,15006,14685,"Data Unavailable","Data Unavailable",0.984,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Seton Hall University",2768,2379,26000,50320,0.517,0.492,0.002,0.119,0.086,0.138,0.096,0.022,0.399,0.601,2523,2680,2585,2295,"New Jersey, South Orange","Private, Non-profit","Selective private","",0.255,5910,192,0.267,0.075,0.601,0.368,4117,43780,43780,57634,29845,19431,0.872,23000,0.667,0.032,0.422,64468,68441,63159
"New York-Newark-Jersey City, NY-NJ-PA","Sh'or Yoshuv Rabbinical College",13,41,"Data Unavailable","Data Unavailable",Data Unavailable,0.923,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,18,15,9,30,"New York, Lawrence","Private, Non-profit","Data Unavailable","Men-Only College",0.000,162,"Data Unavailable",0.043,0.225,0.000,0.000,9,10560,10560,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.083,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"New York-Newark-Jersey City, NY-NJ-PA","Sotheby's Institute of Art-NY",92,120,86150,40896,2.107,0.652,0.000,0.250,0.033,0.043,0.022,0.000,0.098,0.902,110,124,123,114,"New York, New York","Private, For-profit","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.902,0.326,142,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","St Francis College",526,535,25000,38289,0.653,0.430,0.008,0.049,0.177,0.167,0.059,0.027,0.418,0.582,553,589,534,517,"New York, Brooklyn Heights","Private, Non-profit","Selective private","Hispanic-serving Institution",0.412,2495,12,0.470,0.135,0.582,0.435,89,26298,26298,31266,18236,17263,0.750,25000,0.327,0.066,0.492,51200,52124,58830
"New York-Newark-Jersey City, NY-NJ-PA","St Paul's School of Nursing-Queens",186,211,26125,75204,0.347,0.113,0.005,0.124,0.323,0.253,0.145,0.032,0.194,0.806,224,185,188,207,"New York, Rego Park","Private, For-profit","Data Unavailable","",0.000,592,"Data Unavailable",0.526,0.225,0.806,0.742,"Data Unavailable",21352,21352,33620,24764,23947,0.954,24026,0.324,0.022,0.096,79155,87418,30747
"New York-Newark-Jersey City, NY-NJ-PA","St Paul's School of Nursing-Staten Island",200,285,26037,63005,0.413,0.320,0.000,0.030,0.105,0.090,0.425,0.020,0.145,0.855,195,131,208,285,"New York, Staten Island","Private, For-profit","Data Unavailable","",0.000,598,"Data Unavailable",0.509,0.225,0.855,0.250,"Data Unavailable",17731,17731,30687,25322,23962,0.945,22778,0.346,0.022,0.096,44680,94233,30747
"New York-Newark-Jersey City, NY-NJ-PA","St. John's University-New York",4165,3892,26000,40089,0.649,0.388,0.002,0.143,0.151,0.115,0.068,0.042,0.395,0.605,3897,3944,3785,3719,"New York, Queens","Private, Non-profit","Selective private","Asian American Native American Pacific Islander-Serving Institution",0.222,11689,5397,0.266,0.143,0.605,0.457,4632,43000,43000,54012,27130,23927,0.864,25000,0.430,0.068,0.474,51148,65736,65379
"New York-Newark-Jersey City, NY-NJ-PA","St. Joseph's College-Long Island (Branch Campus)",1288,0,21809,43863,0.497,0.649,0.001,0.017,0.039,0.095,0.183,0.014,0.307,0.693,1124,1104,0,0,"New York, Patchogue","Private, Non-profit","Selective private","",0.430,2996,26,0.324,0.057,0.693,0.168,937,29200,29200,33716,17036,13526,"Data Unavailable",21809,0.633,0.025,0.434,52821,56804,67932
"New York-Newark-Jersey City, NY-NJ-PA","St. Joseph's College-New York",334,1619,24987,43863,0.570,0.350,0.003,0.048,0.329,0.156,0.096,0.015,0.251,0.749,315,322,1439,1512,"New York, Brooklyn","Private, Non-profit","Selective private","Hispanic-serving Institution",0.287,953,8,0.445,0.057,0.749,0.554,224,29190,29190,34303,16360,12605,0.861,21809,0.549,0.025,0.434,52821,56804,67932
"New York-Newark-Jersey City, NY-NJ-PA","St. Thomas Aquinas College",339,383,25000,39369,0.635,0.569,0.006,0.029,0.083,0.168,0.103,0.006,0.475,0.525,310,349,330,360,"New York, Sparkill","Private, Non-profit","Selective private","",0.053,1148,649,0.219,"Data Unavailable",0.525,0.292,140,33050,33050,45850,20274,12711,0.903,23250,0.479,"Data Unavailable","Data Unavailable",47692,58103,"Data Unavailable"
"New York-Newark-Jersey City, NY-NJ-PA","Stevens Institute of Technology",2963,2429,26980,78343,0.344,0.359,0.001,0.092,0.017,0.028,0.105,0.000,0.728,0.272,2939,2729,2721,2430,"New Jersey, Hoboken","Private, Non-profit","Highly selective private","",0.274,3641,18,0.168,0.069,0.272,0.139,3624,54014,54014,68734,37588,26709,0.959,27000,0.457,0.043,0.625,89332,98159,102231
"New York-Newark-Jersey City, NY-NJ-PA","Stony Brook University",7976,6543,19273,44196,0.436,0.382,0.002,0.170,0.061,0.105,0.061,0.019,0.472,0.528,7401,7384,6822,6780,"New York, Stony Brook","Public","Highly selective public","",0.215,17767,142,0.354,0.164,0.528,0.358,8905,10175,27845,25177,15160,10683,0.781,18750,0.591,0.084,0.512,62680,66678,66711
"New York-Newark-Jersey City, NY-NJ-PA","Strayer University-New Jersey (Branch Campus)",140,96,41802,49731,0.841,0.214,0.007,0.071,0.507,0.107,0.029,0.036,0.293,0.707,134,122,113,137,"New Jersey, Cherry Hill","Private, For-profit","Four-year for-profit","",0.997,863,1,0.608,0.180,0.707,0.736,109,13515,13515,28149,22054,22054,0.911,40023,0.000,0.032,0.176,31252,43590,37962
